time_s,speed_m_s,rpm,steering_deg,distance_m,accel_m_s2,lateral_acc_m_s2,battery_pct,distance_front_m,event_code,manoeuvre,terrain_type,weather_condition,gps_lat,gps_lon
2.0,0.3334,566.68,0.5998400127995124,0.3500700000000001,0.1666999999999999,0.00023275008795120637,99.999453015625,49.4999,1,acceleration,urban,clear,52.00000018232812,8.500000182328124
2.1,0.35007,570.014,0.6298147963357179,0.3850770000000001,0.16670000000000018,0.0002694309636422546,99.9993983171875,49.474895000000004,1,acceleration,urban,clear,52.00000020056094,8.500000200560937
2.2,0.36674,573.348,0.6597870606135778,0.4217510000000001,0.16670000000000018,0.00030977539251366554,99.9993410140625,49.44989,1,acceleration,urban,clear,52.00000021966198,8.50000021966198
2.3000000000000003,0.38341000000000003,576.682,0.689756685744075,0.46009200000000006,0.16670000000000018,0.00035395751269786996,99.99928110625,49.424885,1,acceleration,urban,clear,52.00000023963125,8.50000023963125
2.4000000000000004,0.40008000000000005,580.016,0.719723551848749,0.5001000000000001,0.16669999999999963,0.00040215141812095415,99.99921859375,49.39988,1,acceleration,urban,clear,52.00000026046875,8.50000026046875
2.5,0.41674999999999995,583.35,0.7496875390601749,0.541775,0.16669999999999963,0.0004545311564922923,99.9991534765625,49.374875,1,acceleration,urban,clear,52.000000282174476,8.50000028217448
2.6,0.43341999999999997,586.684,0.7796485275224444,0.585117,0.16670000000000018,0.0005112707272940529,99.9990857546875,49.34987,1,acceleration,urban,clear,52.00000030474844,8.500000304748438
2.7,0.45009,590.018,0.8096063973916434,0.6301260000000001,0.16670000000000018,0.0005725440797705627,99.999015428125,49.324865,1,acceleration,urban,clear,52.00000032819062,8.500000328190625
2.8000000000000003,0.46676,593.352,0.8395610288363322,0.676802,0.16670000000000018,0.0006385251109175345,99.998942496875,49.29986,1,acceleration,urban,clear,52.00000035250104,8.500000352501042
2.9000000000000004,0.48343,596.686,0.869512302038025,0.725145,0.1666999999999999,0.0007093876634711471,99.9988669609375,49.274855,1,acceleration,urban,clear,52.00000037767969,8.500000377679687
3.0,0.5001,600.02,0.899460097191669,0.775155,0.16669999999999963,0.0007853055238969706,99.9987888203125,49.24985,1,acceleration,urban,clear,52.00000040372656,8.500000403726563
3.1,0.51677,603.354,0.9294042945061236,0.826832,0.16670000000000018,0.0008664524203787381,99.998708075,49.224845,1,acceleration,urban,clear,52.00000043064167,8.500000430641666
3.2,0.53344,606.688,0.9593447742046393,0.8801760000000001,0.16670000000000018,0.000953002020806951,99.998624725,49.19984,1,acceleration,urban,clear,52.000000458425,8.500000458425
3.3000000000000003,0.55011,610.0219999999999,0.9892814165253374,0.935187,0.16670000000000018,0.0010451279307673175,99.9985387703125,49.174835,1,acceleration,urban,clear,52.00000048707656,8.500000487076562
3.4000000000000004,0.5667800000000001,613.356,1.0192141017216885,0.991865,0.16669999999999963,0.0011430036915290203,99.9984502109375,49.14983,1,acceleration,urban,clear,52.00000051659635,8.500000516596355
3.5,0.5834499999999999,616.6899999999999,1.0491427100629915,1.0502099999999999,0.16669999999999963,0.0012468027780328005,99.998359046875,49.124825,1,acceleration,urban,clear,52.000000546984374,8.500000546984374
3.6,0.60012,620.024,1.079067121834853,1.110222,0.16670000000000018,0.0013566985968788657,99.998265278125,49.09982,1,acceleration,urban,clear,52.00000057824062,8.500000578240625
3.7,0.61679,623.358,1.1089872173396662,1.1719009999999999,0.16670000000000018,0.001472864484314599,99.9981689046875,49.074815,1,acceleration,urban,clear,52.000000610365106,8.500000610365104
3.8000000000000003,0.63346,626.692,1.1389028768970888,1.235247,0.16670000000000018,0.0015954737042220863,99.9980699265625,49.04981,1,acceleration,urban,clear,52.000000643357815,8.500000643357813
3.9000000000000004,0.65013,630.0260000000001,1.1688139808445221,1.30026,0.16669999999999963,0.0017246994461054305,99.99796834375,49.024805,1,acceleration,urban,clear,52.00000067721875,8.50000067721875
4.0,0.6668,633.36,1.1987204095375905,1.36694,0.16670000000000018,0.0018607148230778791,99.99786415625,48.9998,1,acceleration,urban,clear,52.00000071194792,8.500000711947918
4.1000000000000005,0.68347,636.694,1.228622043350619,1.435287,0.16670000000000018,0.0020036928698487283,99.9977573640625,48.974795,1,acceleration,urban,clear,52.000000747545315,8.500000747545313
4.2,0.70014,640.028,1.2585187626771122,1.505301,0.16669999999999963,0.0021538065407100183,99.9976479671875,48.94979,1,acceleration,urban,clear,52.000000784010936,8.500000784010938
4.3,0.71681,643.362,1.2884104479302327,1.576982,0.16670000000000018,0.002311228707523014,99.997535965625,48.924785,1,acceleration,urban,clear,52.00000082134479,8.500000821344791
4.4,0.73348,646.696,1.3182969795432797,1.65033,0.16670000000000018,0.0024761321577044595,99.997421359375,48.89978,1,acceleration,urban,clear,52.00000085954687,8.500000859546875
4.5,0.75015,650.03,1.3481782379701657,1.7253450000000001,0.16670000000000018,0.002648689592212598,99.9973041484375,48.874775,1,acceleration,urban,clear,52.00000089861719,8.500000898617188
4.6000000000000005,0.7668200000000001,653.364,1.3780541036858978,1.802027,0.16670000000000018,0.002829073623532977,99.9971843328125,48.84977,1,acceleration,urban,clear,52.00000093855573,8.50000093855573
4.7,0.78349,656.698,1.4079244571870524,1.880376,0.16670000000000018,0.0030174567736639896,99.9970619125,48.824765,1,acceleration,urban,clear,52.0000009793625,8.5000009793625
4.800000000000001,0.8001600000000001,660.032,1.4377891789922557,1.9603920000000004,0.16669999999999963,0.003214011472102204,99.9969368875,48.79976,1,acceleration,urban,clear,52.0000010210375,8.5000010210375
4.9,0.81683,663.366,1.4676481496426599,2.042075,0.16669999999999907,0.0034189100538274163,99.9968092578125,48.774755,1,acceleration,urban,clear,52.000001063580726,8.50000106358073
5.0,0.8334999999999999,666.7,1.4975012497024223,2.1254250000000003,0.16670000000000018,0.0036323247572874785,99.9966790234375,48.74975,1,acceleration,urban,clear,52.00000110699219,8.500001106992187
5.1000000000000005,0.85017,670.034,1.5273483597591826,2.210442,0.16670000000000018,0.0038544277223828555,99.996546184375,48.724745,1,acceleration,urban,clear,52.000001151271874,8.500001151271874
5.2,0.8668399999999999,673.3679999999999,1.5571893604245406,2.297126,0.16670000000000018,0.004085390988450925,99.996410740625,48.69974,1,acceleration,urban,clear,52.00000119641979,8.500001196419792
5.300000000000001,0.88351,676.702,1.587024132334533,2.3854770000000003,0.16670000000000018,0.004325386492250013,99.9962726921875,48.674735,1,acceleration,urban,clear,52.000001242435935,8.500001242435937
5.4,0.90018,680.0360000000001,1.6168525561501121,2.4754950000000004,0.16669999999999963,0.004574586065943166,99.9961320390625,48.64973,1,acceleration,urban,clear,52.00000128932031,8.500001289320313
5.5,0.9168499999999999,683.37,1.646674512557622,2.5671800000000005,0.16670000000000018,0.004833161435081648,99.99598878125,48.624725,1,acceleration,urban,clear,52.000001337072916,8.500001337072916
5.6000000000000005,0.93352,686.704,1.676489882269278,2.6605320000000003,0.16670000000000018,0.0051012842165881565,99.99584291875,48.59972,1,acceleration,urban,clear,52.00000138569375,8.50000138569375
5.7,0.95019,690.038,1.7062985460236395,2.7555510000000005,0.16670000000000018,0.005379125916739757,99.9956944515625,48.574715,1,acceleration,urban,clear,52.00000143518281,8.500001435182812
5.800000000000001,0.96686,693.3720000000001,1.7361003845860927,2.8522370000000006,0.16670000000000018,0.005666857929150547,99.9955433796875,48.54971,1,acceleration,urban,clear,52.0000014855401,8.500001485540103
5.9,0.98353,696.706,1.7658952787493218,2.9505900000000005,0.16669999999999963,0.005964651532754009,99.995389703125,48.524705,1,acceleration,urban,clear,52.00000153676562,8.500001536765625
6.0,1.0002,700.04,1.7956831093337904,3.0506100000000007,0.16669999999999963,0.006272677889785092,99.995233421875,48.4997,1,acceleration,urban,clear,52.00000158885938,8.500001588859375
6.1000000000000005,1.01687,703.374,1.8254637571882162,3.152297000000001,0.16669999999999963,0.0065911080437619785,99.9950745359375,48.474695,1,acceleration,urban,clear,52.000001641821356,8.500001641821354
6.2,1.03354,706.708,1.8552371031900472,3.2556510000000003,0.16670000000000074,0.006920112917467566,99.9949130453125,48.44969,1,acceleration,urban,clear,52.00000169565156,8.500001695651562
6.300000000000001,1.05021,710.042,1.8850030282459391,3.3606720000000005,0.16670000000000074,0.007259863310930638,99.99474895,48.424685,1,acceleration,urban,clear,52.00000175035,8.50000175035
6.4,1.06688,713.376,1.914761413292231,3.46736,0.16669999999999963,0.007610529899406712,99.99458225,48.399680000000004,1,acceleration,urban,clear,52.00000180591667,8.500001805916666
6.5,1.08355,716.71,1.9445121392954228,3.5757150000000006,0.16669999999999963,0.007972283231358618,99.9944129453125,48.374674999999996,1,acceleration,urban,clear,52.00000186235156,8.500001862351562
6.6000000000000005,1.10022,720.044,1.9742550872526503,3.6857370000000005,0.16669999999999963,0.008345293726436716,99.9942410359375,48.34967,1,acceleration,urban,clear,52.000001919654686,8.500001919654688
6.7,1.11689,723.3779999999999,2.003990138192161,3.797426,0.16670000000000074,0.008729731673458831,99.994066521875,48.324665,1,acceleration,urban,clear,52.000001977826045,8.500001977826042
6.800000000000001,1.1335600000000001,726.712,2.0337171731737915,3.9107820000000006,0.16669999999999963,0.009125767228389833,99.993889403125,48.29966,1,acceleration,urban,clear,52.000002036865624,8.500002036865625
6.9,1.1502299999999999,730.0459999999999,2.0634360732894406,4.025805000000001,0.16669999999999852,0.009533570412320915,99.9937096796875,48.274655,1,acceleration,urban,clear,52.000002096773436,8.500002096773438
7.0,1.1668999999999998,733.38,2.0931467196635474,4.142495,0.16670000000000074,0.009953311109448559,99.9935273515625,48.24965,1,acceleration,urban,clear,52.00000215754948,8.50000215754948
7.1000000000000005,1.18357,736.7139999999999,2.122848993453567,4.260852000000001,0.16670000000000074,0.01038515906505314,99.99334241875,48.224645,1,acceleration,urban,clear,52.00000221919375,8.50000221919375
7.2,1.20024,740.048,2.1525427758504425,4.380876000000001,0.16669999999999963,0.010829283883477184,99.99315488125,48.19964,1,acceleration,urban,clear,52.00000228170625,8.50000228170625
7.300000000000001,1.21691,743.382,2.182227948079085,4.502567000000001,0.16669999999999963,0.011285855026103353,99.9929647390625,48.174635,1,acceleration,urban,clear,52.000002345086976,8.50000234508698
7.4,1.23358,746.716,2.211904391398845,4.625925000000001,0.16669999999999963,0.01175504180933202,99.9927719921875,48.14963,1,acceleration,urban,clear,52.000002409335934,8.500002409335938
7.5,1.2502499999999999,750.05,2.2415719871039883,4.750950000000001,0.16670000000000074,0.012237013402558556,99.992576640625,48.124625,1,acceleration,urban,clear,52.000002474453126,8.500002474453124
7.6000000000000005,1.26692,753.384,2.2712306165241722,4.877642000000002,0.16670000000000074,0.012731938826150221,99.992378684375,48.09962,1,acceleration,urban,clear,52.000002540438544,8.500002540438542
7.7,1.28359,756.7180000000001,2.300880161024918,5.006001000000001,0.16669999999999963,0.013239986949422753,99.9921781234375,48.074615,1,acceleration,urban,clear,52.00000260729219,8.500002607292188
7.800000000000001,1.30026,760.052,2.3305205020080884,5.136027000000001,0.16669999999999963,0.01376132648861659,99.9919749578125,48.04961,1,acceleration,urban,clear,52.00000267501406,8.500002675014063
7.9,1.31693,763.386,2.3601515209123574,5.267720000000001,0.16669999999999963,0.014296126004872725,99.9917691875,48.024605,1,acceleration,urban,clear,52.00000274360416,8.500002743604167
8.0,1.3336,766.72,2.3897730992136896,5.40108,0.16669999999999963,0.01484455390220823,99.9915608125,47.9996,1,acceleration,urban,clear,52.0000028130625,8.5000028130625
8.1,1.3502699999999999,770.054,2.4193851184258115,5.536107000000001,0.16670000000000074,0.015406778425491402,99.9913498328125,47.974595,1,acceleration,urban,clear,52.000002883389065,8.500002883389062
8.200000000000001,1.36694,773.388,2.448987460100686,5.672801000000001,0.16670000000000074,0.015982967658416586,99.9911362484375,47.94959,1,acceleration,urban,clear,52.000002954583856,8.500002954583854
8.3,1.38361,776.722,2.4785800058289844,5.811162,0.16669999999999963,0.016573289521478553,99.990920059375,47.924585,1,acceleration,urban,clear,52.00000302664687,8.500003026646874
8.4,1.40028,780.056,2.5081626372405648,5.95119,0.16669999999999963,0.01717791176994664,99.990701265625,47.89958,1,acceleration,urban,clear,52.00000309957812,8.500003099578125
8.5,1.41695,783.39,2.5377352360049406,6.092885000000001,0.16669999999999963,0.017797001991838417,99.9904798671875,47.874575,1,acceleration,urban,clear,52.00000317337761,8.500003173377603
8.6,1.43362,786.7239999999999,2.567297683831755,6.2362470000000005,0.16670000000000074,0.018430727605893024,99.9902558640625,47.84957,1,acceleration,urban,clear,52.00000324804531,8.500003248045312
8.700000000000001,1.45029,790.058,2.5968498624712586,6.381276000000001,0.16670000000000074,0.019079255859544196,99.99002925625,47.824565,1,acceleration,urban,clear,52.00000332358125,8.50000332358125
8.8,1.46696,793.392,2.626391653714774,6.527972,0.16669999999999963,0.019742753826892757,99.98980004375,47.79956,1,acceleration,urban,clear,52.00000339998542,8.500003399985417
8.9,1.48363,796.726,2.6559229393951767,6.676335000000001,0.16669999999999963,0.020421388406678967,99.9895682265625,47.774555,1,acceleration,urban,clear,52.00000347725781,8.500003477257813
9.0,1.5003,800.06,2.685443601387363,6.826365,0.16669999999999963,0.021115326320254316,99.9893338046875,47.74955,1,acceleration,urban,clear,52.000003555398436,8.500003555398438
9.1,1.51697,803.394,2.7149535216087237,6.978062,0.16670000000000074,0.021824734109552997,99.989096778125,47.724545,1,acceleration,urban,clear,52.00000363440729,8.500003634407292
9.200000000000001,1.5336400000000001,806.7280000000001,2.744452582019619,7.131426000000001,0.16670000000000074,0.022549778135063085,99.988857146875,47.69954,1,acceleration,urban,clear,52.000003714284375,8.500003714284375
9.3,1.55031,810.062,2.7739406646238454,7.286457,0.16669999999999963,0.023290624573797138,99.9886149109375,47.674535,1,acceleration,urban,clear,52.000003795029684,8.500003795029688
9.4,1.56698,813.396,2.8034176514691103,7.443155000000001,0.16669999999999852,0.024047439417262676,99.9883700703125,47.64953,1,acceleration,urban,clear,52.00000387664323,8.500003876643229
9.5,1.5836499999999998,816.73,2.8328834246475085,7.601520000000001,0.16670000000000074,0.02482038846943211,99.988122625,47.624525,1,acceleration,urban,clear,52.000003959125,8.500003959125
9.600000000000001,1.6003200000000002,820.0640000000001,2.8623378662959857,7.761552000000001,0.16670000000000185,0.025609637344712343,99.987872575,47.59952,1,acceleration,urban,clear,52.000004042475,8.500004042475
9.700000000000001,1.6169900000000001,823.398,2.891780858596814,7.9232510000000005,0.16669999999999852,0.026415351465913905,99.9876199203125,47.574515,1,acceleration,urban,clear,52.00000412669323,8.500004126693229
9.8,1.63366,826.732,2.9212122837780625,8.086617000000002,0.16669999999999852,0.027237696062219912,99.9873646609375,47.54951,1,acceleration,urban,clear,52.00000421177969,8.500004211779688
9.9,1.6503299999999999,830.066,2.9506320241140713,8.251650000000001,0.16669999999999963,0.028076836167154468,99.987106796875,47.524505,1,acceleration,urban,clear,52.00000429773438,8.500004297734375
10.0,1.6669999999999998,833.4,2.980039961925918,8.418350000000002,0.16670000000000074,0.02893293661655072,99.986846328125,47.4995,1,acceleration,urban,clear,52.00000438455729,8.500004384557291
10.100000000000001,1.68367,836.7339999999999,3.0094359795818915,8.586717000000002,0.16670000000000074,0.02980616204651857,99.9865832546875,47.474495,1,acceleration,urban,clear,52.000004472248435,8.500004472248438
10.200000000000001,1.70034,840.068,3.0388199594979577,8.756751000000001,0.16669999999999963,0.030696676891411933,99.9863175765625,47.44949,1,acceleration,urban,clear,52.00000456080781,8.500004560807813
10.3,1.71701,843.402,3.068191784138238,8.928452000000002,0.16669999999999963,0.03160464538179576,99.98604929375,47.424485,1,acceleration,urban,clear,52.00000465023542,8.500004650235416
10.4,1.7336799999999999,846.736,3.097551336015473,9.101820000000002,0.16669999999999963,0.03253023154241251,99.98577840625,47.39948,1,acceleration,urban,clear,52.00000474053125,8.50000474053125
10.5,1.7503499999999999,850.0699999999999,3.1268984976914935,9.276855000000003,0.16670000000000074,0.033473599190148334,99.9855049140625,47.374475000000004,1,acceleration,urban,clear,52.000004831695314,8.500004831695312
10.600000000000001,1.76702,853.404,3.156233151777693,9.453557000000002,0.16670000000000074,0.034434911931998866,99.9852288171875,47.34947,1,acceleration,urban,clear,52.0000049237276,8.500004923727603
10.700000000000001,1.78369,856.738,3.1855551809354936,9.631926000000002,0.16669999999999963,0.035414333163034606,99.984950115625,47.324465000000004,1,acceleration,urban,clear,52.00000501662812,8.500005016628124
10.8,1.80036,860.072,3.2148644678768177,9.811962000000001,0.16669999999999963,0.03641202606436596,99.984668809375,47.299459999999996,1,acceleration,urban,clear,52.00000511039688,8.500005110396875
10.9,1.81703,863.406,3.2441608953645567,9.993665000000002,0.16669999999999963,0.037428153601107884,99.9843848984375,47.274455,1,acceleration,urban,clear,52.00000520503385,8.500005205033855
11.0,1.8336999999999999,866.74,3.27344434621304,10.177035000000002,0.16670000000000074,0.03846287852034415,99.9840983828125,47.24945,1,acceleration,urban,clear,52.000005300539065,8.500005300539062
11.100000000000001,1.85037,870.0740000000001,3.3027147032885034,10.362072000000001,0.16670000000000074,0.03951636334909122,99.9838092625,47.224445,1,acceleration,urban,clear,52.0000053969125,8.5000053969125
11.200000000000001,1.86704,873.408,3.3319718495095567,10.548776000000002,0.16669999999999963,0.04058877039226176,99.9835175375,47.19944,1,acceleration,urban,clear,52.000005494154166,8.500005494154166
11.3,1.88371,876.742,3.361215667847654,10.737147,0.16669999999999963,0.0416802617306278,99.9832232078125,47.174435,1,acceleration,urban,clear,52.00000559226406,8.500005592264063
11.4,1.90038,880.076,3.3904460413275626,10.927185000000001,0.16669999999999963,0.042790999218783474,99.9829262734375,47.14943,1,acceleration,urban,clear,52.00000569124219,8.500005691242187
11.5,1.91705,883.41,3.419662853027826,11.11889,0.16670000000000074,0.04392114448310737,99.982626734375,47.124425,1,acceleration,urban,clear,52.00000579108854,8.500005791088542
11.600000000000001,1.93372,886.744,3.4488659860812376,11.312262,0.16670000000000074,0.04507085891972467,99.982324590625,47.09942,1,acceleration,urban,clear,52.00000589180313,8.500005891803125
11.700000000000001,1.95039,890.078,3.478055323675302,11.507301,0.16669999999999963,0.046240303692468634,99.9820198421875,47.074415,1,acceleration,urban,clear,52.00000599338594,8.500005993385937
11.8,1.96706,893.412,3.50723074905271,11.704007,0.16669999999999963,0.04742963973084202,99.9817124890625,47.04941,1,acceleration,urban,clear,52.00000609583698,8.500006095836978
11.9,1.98373,896.746,3.536392145511798,11.90238,0.16669999999999963,0.048639027727977936,99.98140253125,47.024405,1,acceleration,urban,clear,52.00000619915625,8.50000619915625
12.0,2.0004,900.0799999999999,3.5655393964070186,12.10242,0.16669999999999963,0.04986862813860038,99.98108996875,46.9994,1,acceleration,urban,clear,52.00000630334375,8.50000630334375
12.100000000000001,2.01707,903.414,3.5946723851494085,12.304127000000001,0.16669999999999963,0.05111860117698449,99.9807748015625,46.974395,1,acceleration,urban,clear,52.00000640839948,8.500006408399479
12.200000000000001,2.03374,906.748,3.6237909952070506,12.507501,0.16669999999999963,0.05238910681491628,99.9804570296875,46.94939,1,acceleration,urban,clear,52.00000651432344,8.500006514323438
12.3,2.05041,910.082,3.6528951101055434,12.712542,0.16669999999999963,0.0536803047796522,99.980136653125,46.924385,1,acceleration,urban,clear,52.000006621115624,8.500006621115626
12.4,2.06708,913.4159999999999,3.681984613428466,12.91925,0.16669999999999963,0.05499235455187825,99.979813671875,46.89938,1,acceleration,urban,clear,52.00000672877604,8.500006728776041
12.5,2.0837499999999998,916.75,3.7110593888178443,13.127625000000002,0.16670000000000185,0.056325415363668675,99.9794880859375,46.874375,1,acceleration,urban,clear,52.00000683730469,8.500006837304687
12.600000000000001,2.10042,920.0840000000001,3.740119319974616,13.337667000000003,0.16670000000000185,0.057679646196444515,99.9791598953125,46.84937,1,acceleration,urban,clear,52.00000694670156,8.500006946701562
12.700000000000001,2.11709,923.418,3.769164290659093,13.549376000000002,0.16669999999999963,0.05905520577893144,99.9788291,46.824365,1,acceleration,urban,clear,52.000007056966666,8.500007056966666
12.8,2.13376,926.752,3.7981941846914347,13.762752,0.16669999999999963,0.06045225258511784,99.9784957,46.79936,1,acceleration,urban,clear,52.0000071681,8.5000071681
12.9,2.15043,930.086,3.827208885952101,13.977795,0.16669999999999963,0.06187094483221185,99.9781596953125,46.774355,1,acceleration,urban,clear,52.00000728010156,8.500007280101563
13.0,2.1671,933.4200000000001,3.8562082783823266,14.194505000000001,0.16669999999999963,0.06331144047859869,99.9778210859375,46.74935,1,acceleration,urban,clear,52.000007392971355,8.500007392971353
13.100000000000001,2.18377,936.754,3.8851922459845802,14.412882000000003,0.16669999999999963,0.06477389722179717,99.977479871875,46.724345,1,acceleration,urban,clear,52.00000750670937,8.500007506709375
13.200000000000001,2.20044,940.088,3.914160672823031,14.632926000000001,0.16669999999999963,0.06625847249641634,99.977136053125,46.69934,1,acceleration,urban,clear,52.000007621315625,8.500007621315625
13.3,2.21711,943.422,3.9431134430240085,14.854637,0.16669999999999963,0.06776532347211127,99.9767896296875,46.674335,1,acceleration,urban,clear,52.0000077367901,8.500007736790105
13.4,2.23378,946.756,3.972050440776471,15.078015,0.16669999999999963,0.06929460705153896,99.9764406015625,46.64933,1,acceleration,urban,clear,52.000007853132814,8.500007853132812
13.5,2.25045,950.0899999999999,4.000971550332467,15.30306,0.16670000000000185,0.07084647986831386,99.97608896875,46.624325,1,acceleration,urban,clear,52.00000797034375,8.50000797034375
13.600000000000001,2.2671200000000002,953.424,4.0298766560075965,15.529772000000001,0.16670000000000185,0.07242109828496276,99.97573473125,46.59932,1,acceleration,urban,clear,52.000008088422916,8.500008088422916
13.700000000000001,2.28379,956.758,4.058765642181475,15.758151000000002,0.1666999999999974,0.07401861839087978,99.9753778890625,46.574315,1,acceleration,urban,clear,52.000008207370314,8.500008207370312
13.8,2.3004599999999997,960.0919999999999,4.087638393298197,15.988197,0.1666999999999974,0.07563919600028081,99.9750184421875,46.54931,1,acceleration,urban,clear,52.00000832718594,8.500008327185938
13.9,2.3171299999999997,963.4259999999999,4.116494793866795,16.21991,0.16669999999999963,0.07728298665015776,99.974656390625,46.524305,1,acceleration,urban,clear,52.00000844786979,8.500008447869792
14.0,2.3337999999999997,966.76,4.145334728461706,16.45329,0.16670000000000185,0.07895014559823245,99.974291734375,46.4993,1,acceleration,urban,clear,52.00000856942187,8.500008569421874
14.100000000000001,2.35047,970.094,4.174158081723231,16.688337,0.16670000000000185,0.08064082782091023,99.9739244734375,46.474295,1,acceleration,urban,clear,52.00000869184219,8.500008691842188
14.200000000000001,2.36714,973.428,4.202964738357995,16.925051,0.16669999999999963,0.08235518801123329,99.9735546078125,46.44929,1,acceleration,urban,clear,52.00000881513073,8.500008815130728
14.3,2.38381,976.762,4.231754583139409,17.163432,0.16669999999999963,0.08409338057683377,99.9731821375,46.424285,1,acceleration,urban,clear,52.0000089392875,8.5000089392875
14.4,2.40048,980.096,4.2605275009081325,17.40348,0.16669999999999963,0.08585555963788662,99.9728070625,46.39928,1,acceleration,urban,clear,52.0000090643125,8.5000090643125
14.5,2.41715,983.4300000000001,4.289283376572533,17.645194999999998,0.16669999999999963,0.08764187902506193,99.9724293828125,46.374275,1,acceleration,urban,clear,52.00000919020573,8.500009190205729
14.600000000000001,2.43382,986.7639999999999,4.318022095109147,17.888576999999998,0.16669999999999963,0.08945249227747738,99.9720490984375,46.34927,1,acceleration,urban,clear,52.00000931696719,8.500009316967187
14.700000000000001,2.45049,990.098,4.346743541563138,18.133626,0.16669999999999963,0.09128755264065017,99.971666209375,46.324265,1,acceleration,urban,clear,52.00000944459688,8.500009444596875
14.8,2.46716,993.432,4.375447601048758,18.380342,0.16669999999999963,0.09314721306444865,99.971280715625,46.299260000000004,1,acceleration,urban,clear,52.00000957309479,8.500009573094792
14.9,2.4838299999999998,996.766,4.404134158749806,18.628725,0.16669999999999963,0.09503162620104409,99.9708926171875,46.274255,1,acceleration,urban,clear,52.000009702460936,8.500009702460938
15.0,2.5004999999999997,1000.0999999999999,4.432803099920093,18.878775,0.16670000000000185,0.0969409444028618,99.9705019140625,46.24925,1,acceleration,urban,clear,52.00000983269531,8.500009832695312
